population,avg_age,CODED_PARTY_AFFILIATION,age_stddev,RESIDENTIAL_ZIP,Score,General,Primary,Special
56,42.660714286,-0.017857143,18.927879184,45218,0.209343110,0.383994316,0.096739837,0.007142857
72,50.222222222,0.041666667,18.427033281,43619,0.169850596,0.324530610,0.057875209,0.013392857
2,60,0,53.740115370,43036,0,0,0,0
45,51.4,0.022222222,19.049457162,43907,0.204102998,0.314661468,0.079269294,0.022727273
17,56.647058824,0,19.235192930,43516,0.210187693,0.359495798,0.115966387,0.125
314,49.398089172,0.105095541,20.427635767,44146,0.159595357,0.293331158,0.070681510,0.002242152
1,22,0,,45435,0,0,0,
30,49.8,-0.3,20.045465563,45828,0.279388794,0.512107730,0.108992051,0
242,53.231404959,0.128099174,20.032239712,44004,0.191417647,0.329891276,0.098936072,0.052083333
16,49.6875,-0.5,19.496046608,45679,0.228157222,0.415211368,0.115376673,0
34,45.823529412,0.117647059,17.775486335,44902,0.125216094,0.227989535,0.058872961,0.06
417,48.585131894,0.187050360,19.363627420,44313,0.168045390,0.314420896,0.071151420,0.029605263
114,49.359649123,-0.017543860,18.510043766,45152,0.197783306,0.328828247,0.091667243,0.065217391
23,52.782608696,-0.217391304,18.983142095,44822,0.216394296,0.423007246,0.081987578,0.052631579
158,49.835443038,-0.044303797,19.639703955,44709,0.181373453,0.333580195,0.077518065,0.034604520
6,52,0.166666667,18.729655630,44250,0.243695175,0.453636364,0.120779221,0
16,43.625,-0.0625,17.787167659,43340,0.093992305,0.198851496,0.019699248,0
461,48.325379610,0.021691974,18.605351793,45255,0.166605634,0.319529598,0.062530712,0.007225434
21,55.428571429,-0.142857143,19.956381006,43570,0.301993146,0.491611722,0.176530612,0.25
705,48.676595745,0.124822695,19.007932847,43085,0.171117365,0.319558578,0.063539769,0.039122137
589,48.550084890,-0.056027165,18.809362831,44720,0.176896288,0.321775100,0.066621072,0.046037296
31,44.580645161,0.258064516,18.169157371,44507,0.104676439,0.178900410,0.059208119,0.023809524
3,45.666666667,0,21.221058723,45741,0.120330460,0.281818182,0.009523810,0.125
88,40.715909091,0.056818182,16.596599059,45409,0.105687742,0.199258747,0.043581677,0.009615385
2,73.5,-1,19.091883092,45854,0.3984375,0.66,0.257142857,0
783,50.045977011,0.048531290,18.619433541,44136,0.141591382,0.263070864,0.058735891,0.003756260
34,50.529411765,-0.235294118,19.929018425,43162,0.187943820,0.358284314,0.083799764,0.010416667
5,37.8,0.2,12.275992832,43749,0.130615602,0.242793651,0.062857143,0
96,53.260416667,0.114583333,20.036936835,44647,0.205793420,0.396945383,0.082210632,0.051111111
453,48.750551876,0.013245033,18.106055089,44056,0.135368348,0.259784313,0.051785853,0.006091618
8,57.875,-0.375,16.548090093,43505,0.357793899,0.665,0.178781513,0
30,53.133333333,0,17.876459831,44403,0.265403874,0.481674881,0.134504876,0.03125
42,46.380952381,-0.261904762,18.766800448,45833,0.181325900,0.312624941,0.077684588,0
233,47.214592275,0,18.947667310,45430,0.171695836,0.300897475,0.077191769,0.020061728
230,38.647826087,0.173913043,13.946634709,45206,0.100179930,0.205501955,0.029884884,0.020161290
165,43.733333333,-0.133333333,18.398745097,45801,0.111026968,0.217942103,0.042625278,0.009615385
607,47.626029654,0.009884679,17.020959160,44202,0.148502776,0.262530733,0.050625975,0.016384778
213,36.389671362,0.164319249,17.286795222,43607,0.112139120,0.199369944,0.042080033,0.033707865
32,52,-0.3125,18.388285191,45744,0.214736381,0.416344697,0.092351153,0
7,46.714285714,-0.285714286,21.522966692,43332,0.171842013,0.310476191,0.081632653,0.125
1607,28.692594897,0.124455507,12.219101421,44106,0.108909444,0.193427279,0.019126518,0.003496503
2,40.5,0,0.707106781,45884,0.171875,0.4,0.028571428,0
6,48.666666667,-0.666666667,23.001449230,45898,0.338541667,0.5,0.091428572,0
41,50.170731707,-0.024390244,21.126881501,43713,0.209951616,0.385553824,0.075503924,0.011904762
245,50.444897959,0.040816327,19.494693070,44092,0.151663249,0.297530815,0.050615868,0.067204301
251,48.362549801,-0.211155378,17.724108775,45365,0.165955139,0.294433821,0.071261767,0.027923211
8,51.375,-0.125,24.313062333,44611,0.305814914,0.492771739,0.186239496,0.3
1,34,0,,43437,0.169811321,0.35,0.0625,0
13,44,-0.076923077,13.235054464,43986,0.248458457,0.499169644,0.096365173,0
10,53.7,-0.4,18.306343770,45657,0.154199661,0.293590909,0.069523810,0
16,52.75,-0.4375,16.502525059,44880,0.234650237,0.41515625,0.1175,0.115384615
15,47.733333333,0,18.979186595,43793,0.220523291,0.411878788,0.084502165,0.121794872
9,49.444444444,-0.222222222,16.986105433,45682,0.121954776,0.264011639,0.034920635,0
2687,46.948641608,-0.008559732,16.999747190,45069,0.112102733,0.220229824,0.032350296,0.034609053
70,49.542857143,0.071428571,19.488150033,45216,0.160226323,0.290296401,0.047663816,0.043859649
1254,44.177033493,-0.009569378,17.245532139,45014,0.074611520,0.154019942,0.019296978,0.016156463
19,44.684210526,-0.210526316,18.147704573,44645,0.246527778,0.424912281,0.073313492,0
121,49.545454545,-0.206611570,19.370080020,45331,0.161475293,0.296212668,0.068120549,0.03125
125,51.16,-0.168,18.521304211,43160,0.131793254,0.256706698,0.045992706,0
386,48.777202073,-0.085492228,18.643256458,44685,0.193992804,0.350363625,0.078802004,0.042955326
2,31,0,8.485281374,43535,0.116666667,0.207729468,0.060160428,0
16,46.25,-0.1875,17.755750242,44656,0.146958585,0.293583188,0.054464286,0.022727273
57,45.017543860,-0.438596491,18.028242950,45318,0.255648295,0.456821737,0.105990123,0.012195122
73,54.780821918,-0.164383562,19.559912644,44047,0.288799846,0.454812781,0.145872127,0.125
26,54.230769231,-0.307692308,23.336336803,43762,0.230141715,0.399000167,0.125679945,0.071428571
12,63.5,-0.333333333,13.601470509,43149,0.252604167,0.467142857,0.123953824,0.041666667
229,51.161572052,0.004366812,19.079821001,44001,0.172663541,0.317664966,0.077417653,0.069602273
2,68.5,0,24.748737342,45674,0.015625,0.04,0,0
16,54.8125,0.125,18.465169915,44843,0.225572237,0.414895833,0.111293828,0.038461538
9,48,-0.222222222,18.445866746,43945,0.176866320,0.350625,0.071428571,0
9,54.888888889,0.111111111,8.852181150,43557,0.263888889,0.493333333,0.130158730,0
207,47.120772947,-0.072463768,18.069442730,45245,0.113173667,0.218001581,0.041218545,0.004901961
6,68,-0.666666667,4.647580015,45003,0.380208333,0.66,0.219047619,0.041666667
10,50,0.1,24.684678109,43318,0.369064109,0.435190476,0.068322981,0.083333333
323,46.746130031,0.030959752,18.291054619,44223,0.146443435,0.281614269,0.050709300,0.011752137
44,50.568181818,0.045454545,17.136114085,43938,0.224567050,0.372035465,0.133954695,0.080882353
18,44.444444444,-0.111111111,20.135488782,45142,0.123982162,0.251535088,0.041269841,0
9,68.111111111,0.444444444,16.751451015,45851,0.319772898,0.579365079,0.168253968,0.03125
430,50.613953488,-0.053488372,18.147152729,44141,0.163792549,0.304669215,0.070495865,0.010174419
91,48.505494505,-0.054945055,18.721570225,45680,0.128296738,0.256850294,0.047850218,0
424,50.313679245,-0.002358491,19.183774706,44406,0.181126054,0.330353415,0.075478265,0.006191950
5,45,0.2,17.986105749,43915,0.184625,0.346989899,0.068571429,0.166666667
1813,43.306122449,0.026475455,15.645089329,43004,0.056487842,0.110360973,0.016137821,0.002650634
39,45.102564103,-0.307692308,19.246045215,43526,0.206497597,0.367190006,0.095456178,0.035714286
16,55.75,-0.125,23.222115896,44676,0.243670622,0.418310440,0.133928571,0.145833333
3,44,-0.333333333,22.912878475,43565,0.182291667,0.333333333,0.085714286,0.125
526,45.452471483,0.134980989,18.830993287,44240,0.160404177,0.288484341,0.071911736,0.045279383
49,45.326530612,-0.224489796,15.914338078,43334,0.217677671,0.379725964,0.088081710,0.033783784
313,52.367412141,0.060702875,19.100673535,44484,0.168529868,0.306950052,0.071538891,0.058467742
3,77,-1,17.578395831,45746,0.359375,0.666666667,0.180952381,0
9,39.555555556,-0.222222222,21.772178986,45887,0.232535121,0.386807760,0.111507937,0.0625
256,42.5078125,0.16796875,17.192563871,44105,0.126833394,0.246901561,0.046011234,0.001533742
169,42.088757396,0.112426036,17.465556008,43211,0.079914745,0.160851879,0.022363775,0.004716981
132,56.098484848,-0.106060606,17.971928853,44089,0.211894473,0.380392825,0.102305567,0.030973451
6,40.833333333,-0.166666667,10.703581955,45360,0.099479167,0.205925926,0.024675325,0
12,53.416666667,-0.083333333,18.874987457,43716,0.195363292,0.346782233,0.090873016,0.21875
170,46.252941176,-0.164705882,17.417281007,44614,0.195337378,0.345615001,0.078573395,0.039713542
1,31,-1,,43951,0.108695652,0.166666667,0.071428571,
196,42.153061224,0.25,17.330780112,45417,0.125042410,0.245315682,0.047581727,0.023809524
60,55.683333333,-0.4,17.867204752,45846,0.255710428,0.505113681,0.099660646,0
190,43.868421053,0.226315789,19.334935693,44128,0.136315505,0.259872469,0.052515519,0.002173913
9,39.888888889,0.111111111,13.932376363,45814,0.292824074,0.477936508,0.079141692,0
12,54.75,0.5,25.338167402,43901,0.320674577,0.514583333,0.128860029,0
2367,46.401774398,0.071398395,16.998718471,43017,0.138747770,0.266651775,0.037228523,0.005202475
4,30,0,11.430952133,43802,0.067795139,0.16625,0,0
139,42.848920863,0.122302158,17.166665401,45410,0.094979135,0.190358828,0.030605893,0.014367816
1950,46.475384615,0.113333333,16.837836380,44139,0.134465610,0.236549731,0.049687127,0.002363268
5,52.2,0,11.031772296,45853,0.183297414,0.381090909,0.064242424,0
5,43.8,-0.6,12.696456198,45354,0.129166667,0.208064777,0.082105263,0
463,49.252699784,-0.017278618,17.864172113,44067,0.120724022,0.238302657,0.045807869,0.006320225
1,73,0,,43981,0.03125,0.08,0,0
11,50.363636364,0.363636364,23.070642502,43442,0.18675877,0.355329232,0.080952381,0.0625
97,43.608247423,-0.226804124,18.273134139,45638,0.215578973,0.392415902,0.079931190,0.081967213
20,42.1,-0.2,17.035257556,45113,0.213469591,0.395275253,0.093893557,0
1,74,1,,44493,0.5625,0.84,0.428571429,0
42,54.333333333,-0.071428571,17.723715223,45252,0.222790120,0.433338106,0.095918367,0
7,43.857142857,0,16.767315144,43343,0.212987013,0.502857143,0.024489796,0
8,53,-0.5,13.136644494,43824,0.195951184,0.398005952,0.071533613,0.035714286
34,52.176470588,-0.147058824,15.238449353,43431,0.251589102,0.452328107,0.137384837,0.017241379
44,48.909090909,-0.295454545,18.562049533,44890,0.175792113,0.320877721,0.088367999,0
5,23,0,1.414213562,44325,0,0,0,
41,47.780487805,-0.024390244,19.152691972,45651,0.165555016,0.340673209,0.055171840,0
31,55.419354839,-0.290322581,18.172826222,43028,0.151110567,0.292375367,0.064570344,0.019230769
27,54.222222222,0.185185185,19.692508012,43416,0.265334422,0.476812570,0.130383511,0.056818182
126,50.182539683,0.087301587,19.337176958,44314,0.157430026,0.290978141,0.069658213,0.053191489
13,52.307692308,0.153846154,16.494365782,44429,0.148705841,0.280213675,0.070588235,0
188,50.781914894,-0.186170213,17.794738529,45042,0.180725953,0.334809976,0.080005950,0.058333333
2,93,-1,0,45819,0.46875,0.68,0.342857143,0.25
2,71,-0.5,24.041630560,45062,0.2421875,0.36,0.171428571,0.125
131,45.091603053,0.167938931,17.027782900,44303,0.170998577,0.324531734,0.073017425,0.024456522
170,49.888235294,0.041176471,19.122599856,43616,0.155670791,0.318745568,0.050199604,0.023255814
43,40.627906977,0.186046512,17.927131946,43222,0.091990902,0.184821445,0.031678509,0
415,48.872289157,0.096385542,19.236026444,44116,0.169485723,0.307855245,0.069731933,0.005838641
148,42.608108108,0.162162162,17.951800598,45405,0.116438326,0.222427720,0.047870884,0.019662921
14,42.785714286,-0.214285714,17.178602842,45858,0.129247835,0.220769231,0.072789116,0.03125
7,46.857142857,-0.285714286,15.582346544,44455,0.113952551,0.252746070,0.028818800,0
392,48.617346939,0.058673469,18.659597206,45230,0.160781404,0.307060299,0.059780187,0.015625
1041,42.898174832,-0.013448607,16.342229585,43062,0.069777216,0.123563751,0.027532724,0.012633287
687,49.633187773,-0.007278020,17.698048982,44212,0.164712411,0.290018593,0.078659979,0.027474196
26,44.538461538,-0.346153846,17.456759766,43072,0.157161691,0.281767399,0.080228642,0
20,48.55,0.1,14.869520220,44127,0.073524306,0.1525,0.024285714,0
1949,45.091328887,0.168291432,16.880996439,43229,0.058760861,0.113777202,0.020430629,0.003533569
23,49.130434783,-0.260869565,14.514269931,45865,0.181066443,0.362130218,0.065699618,0.073529412
308,40.139610390,0.042207792,15.686982586,44306,0.074372060,0.147203155,0.020674027,0.010638298
5,43.8,0.2,15.770225109,43408,0.1125,0.192,0.078571429,0.0625
177,48.830508475,-0.152542373,17.632117398,43140,0.191070982,0.333537300,0.088192531,0.132692308
47,48.978723404,-0.319148936,19.587584091,45327,0.305056991,0.462456480,0.150943479,0.0625
5,65.2,0.2,11.031772296,43771,0.25625,0.496,0.114285714,0
215,48.093023256,0.051162791,17.091854585,43125,0.142493435,0.250450680,0.062247785,0.026234568
2,70,-1,0,43530,0.515625,0.84,0.342857143,0
27,50.703703704,-0.185185185,18.142204969,44680,0.217348337,0.410493827,0.095428609,0
1,60,0,,43782,0.046875,0.12,0,0
2045,44.929095355,0.044009780,16.640622948,43026,0.126933075,0.236473346,0.041151833,0.017869299
1,76,-1,,45734,0.4375,0.68,0.285714286,0.25
26,41.769230769,-0.230769231,15.129594026,43821,0.224839855,0.339742518,0.055629651,0
1,61,0,,43711,0.015625,0.04,0,0
1,80,1,,45876,0.4375,0.84,0.2,0
81,51.395061728,0.370370370,20.229112074,45387,0.220125082,0.378982107,0.110719874,0.008196721
120,50.5,-0.2,19.478926342,45631,0.163443398,0.302353062,0.054743191,0
1,66,1,,43467,0.4375,0.84,0.2,0
12,58.5,-0.333333333,21.398810502,44854,0.259493371,0.506839200,0.096187850,0.159090909
17,44.764705882,0.058823529,16.603950628,45120,0.146433824,0.314607619,0.038515406,0
21,46.285714286,-0.285714286,19.066050606,45135,0.258424996,0.447614870,0.098620690,0.033333333
63,50.158730159,0.142857143,19.656900905,43460,0.194455409,0.359266033,0.078120906,0.010869565
10,40,0.3,10.413666235,43963,0.1493125,0.296565657,0.052857143,0.035714286
8,61,-0.125,12.142016778,45616,0.25390625,0.475,0.125000000,0
136,47.117647059,-0.051470588,19.197630573,44857,0.180212593,0.328711750,0.076130819,0.0234375
5,33.2,-0.6,3.420526275,45860,0.293278382,0.519597070,0.156885488,0
97,44.123711340,0.041237113,15.688542616,45403,0.108372234,0.201828877,0.039323385,0.010714286
428,48.056074766,0.084112150,20.821346359,44114,0.050218522,0.101724515,0.014147537,0.000877193
2,42.5,-0.5,17.677669530,45719,0.078125,0.18,0.014285714,0
3,48.666666667,0,25.324559884,43804,0.188125,0.380606061,0.066666667,0
243,46.543209877,-0.020576132,19.090941158,45449,0.127135642,0.237899442,0.051477339,0.032934132
2,34,0.5,2.828427125,43010,0.100574713,0.206937799,0.032392895,0
65,43.384615385,-0.123076923,18.032689334,45309,0.201017694,0.332352397,0.092280333,0.030487805
2,80,-0.5,11.313708499,45698,0.2109375,0.42,0.085714286,0
6,56.333333333,-0.166666667,16.573070526,43109,0.174479167,0.326666667,0.085714286,0
173,49.693641618,0.028901734,18.534500044,44054,0.159248065,0.267159070,0.063871752,0.090579710
1,62,0,,43156,0.203125,0.4,0.085714286,0
16,53.25,-0.5625,13.010252368,43755,0.276944875,0.513695652,0.137608225,0.015625
9,43.333333333,-0.111111111,20.663978320,45653,0.114399040,0.246060606,0.033381434,0
463,46.053995680,0.056155508,17.769303881,43213,0.111941860,0.213130421,0.041072763,0.027027027
7,48.714285714,-0.285714286,17.394580437,45881,0.155414747,0.292619048,0.061344538,0.083333333
13,45.538461538,-0.384615385,19.674922213,45382,0.157014860,0.28,0.078754579,0.083333333
750,45.130666667,0.042666667,17.683434754,44111,0.095046033,0.183462389,0.034575332,0.001482213
26,53.769230769,-0.076923077,17.842214419,43046,0.250537583,0.419912008,0.141248947,0.141304348
121,43.768595041,0.173553719,17.104950712,43609,0.096056307,0.184770539,0.039286990,0.0125
396,44.351010101,0.111111111,17.188030100,45215,0.154156515,0.290937849,0.049899682,0.004813478
21,49.571428571,0.190476190,18.117868055,44438,0.135250272,0.252515705,0.064594929,0
40,53.45,-0.5,17.688109870,45843,0.254904414,0.455632576,0.115766690,0.014705882
830,50.142168675,0.034939759,18.461946129,44133,0.152845546,0.279511448,0.070871858,0.003030303
246,46.715447154,0.016260163,17.771575711,45420,0.148168827,0.279289882,0.056962252,0.018678161
235,41.782978723,0.042553191,20.140312502,43023,0.221338568,0.376078951,0.087324414,0.058712121
103,45.621359223,0,15.412699440,45065,0.094075381,0.193468879,0.027492375,0.015243902
26,51.384615385,-0.307692308,20.867346593,44288,0.201220057,0.377430756,0.087912088,0.0875
9,47.222222222,-0.333333333,14.592616093,45686,0.113228346,0.255925926,0.022502334,0
28,51.5,-0.142857143,18.554224836,44445,0.139379750,0.250257846,0.036072207,0
49,41.877551020,0.020408163,17.886951311,45204,0.113378310,0.228197509,0.038013356,0.027777778
24,46.791666667,0.041666667,21.552724365,45661,0.152648790,0.282430556,0.078433402,0.016666667
44,44.772727273,0.25,19.624218114,43610,0.122087443,0.224955605,0.058350167,0.053571429
17,46.823529412,0,20.168773184,43045,0.237193627,0.409914748,0.121156698,0.057692308
1,36,1,,44874,0.120689655,0.272727273,0.03030303,0
33,55.030303030,-0.151515152,16.563296865,43447,0.197365680,0.368430458,0.087445887,0.107142857
13,64.769230769,-0.076923077,16.976227723,43976,0.252804487,0.525,0.082417583,0
182,46.071428571,0.252747253,18.211475865,44320,0.153378472,0.297903684,0.052332510,0.033464567
4,56.75,-0.25,13.149778198,45654,0.23828125,0.46,0.1,0.0625
7,56.285714286,-0.571428571,17.913814834,45339,0.389030612,0.689047619,0.200765306,0.125
34,48.058823529,0,15.201557290,44050,0.188650562,0.343435829,0.092169736,0.046296296
2,58.5,0.5,28.991378029,43152,0.094002016,0.220833334,0.014285714,0
4,47.75,0,9.251126058,44653,0.095028409,0.193809524,0.028571429,0.0625
111,42.180180180,0.261261261,18.316012963,45426,0.137714975,0.269649133,0.050873238,0.03125
30,46.333333333,-0.233333333,15.412340182,45697,0.137125027,0.260750562,0.063845889,0
2357,46.880780653,0.028001697,16.349243106,43065,0.137389123,0.265136805,0.040070015,0.009630819
84,51.892857143,0.142857143,19.616822052,44471,0.187575609,0.317341612,0.104734059,0.055970149
244,49.319672131,0.045081967,19.705764189,45246,0.103399425,0.213063900,0.030769576,0.015027322
10,48.2,0.2,17.980236063,45761,0.172395833,0.339789474,0.066305419,0.071428571
347,39.458213256,0.198847262,14.387308160,43206,0.110008295,0.213543157,0.041364829,0.013754045
1,45,0,,45389,0.015625,0.04,0,0
7,42.428571429,-0.428571429,14.057704209,45874,0.195767196,0.387142857,0.061224490,0
1358,44.743004418,0.027245950,15.625105654,43054,0.141357438,0.261842260,0.034859441,0.023716699
254,48.086614173,-0.007874016,18.599172756,44319,0.167414766,0.309193246,0.076216660,0.048684211
10,54.1,-0.6,21.681789594,45812,0.252642046,0.482282051,0.103928572,0.071428571
12,58.416666667,-0.166666667,19.819450196,43903,0.195906408,0.389318182,0.074032738,0.045454545
16,53.375,-0.4375,18.931015116,45053,0.180860459,0.331993787,0.089285714,0.041666667
7,65.857142857,0.714285714,11.216484467,44418,0.203125,0.371428571,0.106122449,0
295,51.301694915,-0.023728814,18.122049293,44023,0.181224997,0.336485274,0.075177209,0.061715481
51,47.431372549,-0.176470588,18.203576464,45692,0.190735981,0.320507831,0.088525780,0.073529412
32,37.96875,0.09375,17.053018605,44308,0.079423419,0.149756051,0.030510481,0.035714286
112,49.125,-0.008928571,18.691485271,44907,0.162093844,0.301194503,0.074807864,0.040625
1,41,1,,43414,0.25,0.52,0.085714286,0
3,43,0,16.522711642,43359,0.285714286,0.518228905,0.144339951,0
80,47,0.35,19.240647901,44509,0.202980799,0.323061515,0.122811670,0.060344828
21,50,-0.142857143,20.603397778,44864,0.226013255,0.375105947,0.090000000,0.071428571
15,62.733333333,-0.133333333,21.288718228,44620,0.236046112,0.437584046,0.116246499,0.020833333
2,38.5,0,2.121320344,45893,0.119877049,0.305833333,0,0
43,50.720930233,-0.302325581,17.188486708,45370,0.179421215,0.326704048,0.087041265,0.019736842
818,44.496332518,0.107579462,16.805041245,43224,0.067963660,0.132201911,0.020140487,0.005235602
1199,46.331109258,0.218515430,17.092587641,44122,0.141894133,0.247912529,0.056377077,0.002188184
4,41.25,-0.75,6.184658438,45868,0.191675647,0.414545454,0.058008658,0
12,51.416666667,-0.416666667,20.029334548,43348,0.165364583,0.273333333,0.102380952,0.055555556
47,46.191489362,0.170212766,17.111702451,44502,0.122605344,0.220423792,0.063232924,0.0390625
4,58,-0.25,6.271629241,43033,0.18359375,0.31,0.107142857,0.0625
1705,47.607038123,0.003519062,17.765271740,45458,0.149050206,0.276998438,0.048613494,0.013178600
37,46.054054054,-0.027027027,19.356230616,45817,0.162045091,0.283883119,0.080140114,0.05
4723,44.808172772,0.101630320,15.155820655,45040,0.119920207,0.212157225,0.034621514,0.006215470
47,53.361702128,-0.446808511,17.060538668,44431,0.246358455,0.433273290,0.116133513,0
24,37.958333333,-0.125,12.605999837,45433,0.050667963,0.099884085,0.016089466,0
38,45.947368421,-0.315789474,19.845276337,45830,0.302078952,0.482080200,0.116747122,0.06
449,45.129175947,0.104677060,17.181574160,44144,0.121831750,0.225539511,0.051873888,0
4,45,-0.5,23.094010768,43934,0.185801630,0.38,0.064285714,0
10,55.6,-0.1,16.008331164,45162,0.278818741,0.520909091,0.131601732,0.055555556
8,46.5,-0.5,16.239282180,43732,0.214581515,0.354181287,0.130357143,0
95,50.294736842,-0.136842105,19.508249038,45344,0.193662325,0.344069722,0.093709374,0.100694444
271,46.446494465,0.118081181,17.926493343,43227,0.101118868,0.196156841,0.039548073,0.016839378
483,45.082815735,0.215320911,18.836195368,44121,0.145689584,0.266944090,0.059074795,0.002587992
8,47.5,0.125,18.547236991,45871,0.145627593,0.284757085,0.056527094,0.041666667
30,54.7,-0.133333333,18.107247549,44491,0.246416393,0.447525641,0.114047619,0.09
44,47.045454545,-0.363636364,16.143188564,43830,0.161367793,0.313080920,0.065539865,0
1,74,1,,43337,0.296875,0.6,0.114285714,0
159,48.213836478,-0.207547170,16.981138002,43074,0.205400852,0.363412825,0.082042502,0.065384615
788,48.118020305,0.041878173,19.459273083,44224,0.147846170,0.284630011,0.049118145,0.025968310
12,60.5,0,20.856653615,43356,0.286892059,0.491111111,0.169065766,0.025
9,46.666666667,0,18.062391868,44510,0.080927144,0.180202020,0.021645022,0
2,28.5,0,0.707106781,43811,0.031818182,0.076923077,0,
157,49.356687898,-0.076433121,18.362452192,43113,0.187524448,0.323188225,0.091169712,0.060924370
58,46.913793103,-0.120689655,14.074095257,43542,0.114848641,0.239146521,0.034214452,0
45,53.444444444,-0.288888889,20.700851493,43515,0.273057498,0.500236652,0.133331742,0.071428571
7,34.714285714,-0.571428571,11.700630834,45168,0.207119361,0.391459493,0.092563389,0
5,67.4,0.2,18.528356646,43908,0.203125,0.344,0.114285714,0.1
366,38.948087432,0.136612022,19.714122166,45056,0.155706747,0.266696274,0.044775175,0.008982036
3,54.666666667,-0.666666667,18.147543452,45695,0.182484568,0.35,0.0875,0
35,24.771428571,0.085714286,4.659498296,43403,0.077445720,0.101169656,0.029284441,0
2,49,-0.5,1.414213562,45835,0.0625,0.14,0.014285714,0
3,59.666666667,0,7.371114796,45428,0.026041667,0.066666667,0,0
2,41.5,0.5,14.849242405,44817,0.125744048,0.29375,0.019230769,0
20,51.65,-0.2,15.270456513,45159,0.214375,0.406876103,0.104634431,0
1,51,0,,43321,0.015625,0.04,0,0
1042,47.212092131,0.043186180,16.882430307,43082,0.159276631,0.306423208,0.051610007,0.021670854
108,44.148148148,-0.092592593,17.431743960,45505,0.123637124,0.226014144,0.053375994,0.097826087
1,60,1,,43961,0.453125,0.68,0.342857143,0
